timestamp,spindle_id,tension_cN
2026-06-09T06:00:18.700,SP-005,52.05
2026-06-09T06:00:18.800,SP-005,40.86
2026-06-09T06:00:18.900,SP-005,41.85
2026-06-09T06:00:19.000,SP-005,49.19
2026-06-09T06:00:19.100,SP-005,52.01
2026-06-09T06:00:19.200,SP-005,50.43
2026-06-09T06:00:19.300,SP-005,44.47
2026-06-09T06:00:19.400,SP-005,45.91
2026-06-09T06:00:19.500,SP-005,47.20
2026-06-09T06:00:19.600,SP-005,52.03
2026-06-09T06:00:19.700,SP-005,47.02
2026-06-09T06:00:19.800,SP-005,43.12
2026-06-09T06:00:19.900,SP-005,42.91
2026-06-09T06:00:20.000,SP-005,47.23
2026-06-09T06:00:20.100,SP-005,49.47
2026-06-09T06:00:20.200,SP-005,47.78
2026-06-09T06:00:20.300,SP-005,44.06
2026-06-09T06:00:20.400,SP-005,43.24
2026-06-09T06:00:20.500,SP-005,51.07
2026-06-09T06:00:20.600,SP-005,48.45
2026-06-09T06:00:20.700,SP-005,50.94
2026-06-09T06:00:20.800,SP-005,44.07
2026-06-09T06:00:20.900,SP-005,43.58
2026-06-09T06:00:21.000,SP-005,49.40
2026-06-09T06:00:21.100,SP-005,51.76
2026-06-09T06:00:21.200,SP-005,50.26
2026-06-09T06:00:21.300,SP-005,48.20
2026-06-09T06:00:21.400,SP-005,42.53
2026-06-09T06:00:21.500,SP-005,47.58
2026-06-09T06:00:21.600,SP-005,50.06
2026-06-09T06:00:21.700,SP-005,43.62
2026-06-09T06:00:21.800,SP-005,41.87
2026-06-09T06:00:21.900,SP-005,43.87
2026-06-09T06:00:22.000,SP-005,49.85
2026-06-09T06:00:22.100,SP-005,49.65
2026-06-09T06:00:22.200,SP-005,48.62
2026-06-09T06:00:22.300,SP-005,43.44
2026-06-09T06:00:22.400,SP-005,43.51
2026-06-09T06:00:22.500,SP-005,46.54
2026-06-09T06:00:22.600,SP-005,49.77
2026-06-09T06:00:22.700,SP-005,48.05
2026-06-09T06:00:22.800,SP-005,45.43
2026-06-09T06:00:22.900,SP-005,43.99
2026-06-09T06:00:23.000,SP-005,51.00
2026-06-09T06:00:23.100,SP-005,46.75
2026-06-09T06:00:23.200,SP-005,48.95
2026-06-09T06:00:23.300,SP-005,47.61
2026-06-09T06:00:23.400,SP-005,43.10
2026-06-09T06:00:23.500,SP-005,49.40
2026-06-09T06:00:23.600,SP-005,52.93
2026-06-09T06:00:23.700,SP-005,50.78
2026-06-09T06:00:23.800,SP-005,42.84
2026-06-09T06:00:23.900,SP-005,42.14
2026-06-09T06:00:24.000,SP-005,48.04
2026-06-09T06:00:24.100,SP-005,46.51
2026-06-09T06:00:24.200,SP-005,46.00
2026-06-09T06:00:24.300,SP-005,43.80
2026-06-09T06:00:24.400,SP-005,42.67
2026-06-09T06:00:24.500,SP-005,44.35
2026-06-09T06:00:24.600,SP-005,47.96
2026-06-09T06:00:24.700,SP-005,51.29
2026-06-09T06:00:24.800,SP-005,42.13
2026-06-09T06:00:24.900,SP-005,41.10
2026-06-09T06:00:25.000,SP-005,45.97
2026-06-09T06:00:25.100,SP-005,52.89
2026-06-09T06:00:25.200,SP-005,45.17
2026-06-09T06:00:25.300,SP-005,45.72
2026-06-09T06:00:25.400,SP-005,43.94
2026-06-09T06:00:25.500,SP-005,49.14
2026-06-09T06:00:25.600,SP-005,47.01
2026-06-09T06:00:25.700,SP-005,49.84
2026-06-09T06:00:25.800,SP-005,44.67
2026-06-09T06:00:25.900,SP-005,47.98
2026-06-09T06:00:26.000,SP-005,44.52
2026-06-09T06:00:26.100,SP-005,51.97
2026-06-09T06:00:26.200,SP-005,47.10
2026-06-09T06:00:26.300,SP-005,44.89
2026-06-09T06:00:26.400,SP-005,39.99
2026-06-09T06:00:26.500,SP-005,47.81
2026-06-09T06:00:26.600,SP-005,50.22
2026-06-09T06:00:26.700,SP-005,49.72
2026-06-09T06:00:26.800,SP-005,46.76
2026-06-09T06:00:26.900,SP-005,44.66
2026-06-09T06:00:27.000,SP-005,50.87
2026-06-09T06:00:27.100,SP-005,51.37
2026-06-09T06:00:27.200,SP-005,50.70
2026-06-09T06:00:27.300,SP-005,47.57
2026-06-09T06:00:27.400,SP-005,44.15
2026-06-09T06:00:27.500,SP-005,47.04
2026-06-09T06:00:27.600,SP-005,48.00
2026-06-09T06:00:27.700,SP-005,50.30
2026-06-09T06:00:27.800,SP-005,48.21
2026-06-09T06:00:27.900,SP-005,45.99
2026-06-09T06:00:28.000,SP-005,44.28
2026-06-09T06:00:28.100,SP-005,51.94
2026-06-09T06:00:28.200,SP-005,49.00
2026-06-09T06:00:28.300,SP-005,45.28
2026-06-09T06:00:28.400,SP-005,43.55
2026-06-09T06:00:28.500,SP-005,51.58
2026-06-09T06:00:28.600,SP-005,54.34
2026-06-09T06:00:28.700,SP-005,48.00
2026-06-09T06:00:28.800,SP-005,44.45
2026-06-09T06:00:28.900,SP-005,44.99
2026-06-09T06:00:29.000,SP-005,44.22
2026-06-09T06:00:29.100,SP-005,46.76
2026-06-09T06:00:29.200,SP-005,49.42
2026-06-09T06:00:29.300,SP-005,41.15
2026-06-09T06:00:29.400,SP-005,43.50
2026-06-09T06:00:29.500,SP-005,45.99
2026-06-09T06:00:29.600,SP-005,50.03
2026-06-09T06:00:29.700,SP-005,49.21
2026-06-09T06:00:29.800,SP-005,44.72
2026-06-09T06:00:29.900,SP-005,44.25
2026-06-09T06:00:30.000,SP-005,48.16
2026-06-09T06:00:30.100,SP-005,49.82
2026-06-09T06:00:30.200,SP-005,51.59
2026-06-09T06:00:30.300,SP-005,42.17
2026-06-09T06:00:30.400,SP-005,42.66
2026-06-09T06:00:30.500,SP-005,44.46
2026-06-09T06:00:30.600,SP-005,50.85
2026-06-09T06:00:30.700,SP-005,49.49
2026-06-09T06:00:30.800,SP-005,42.79
2026-06-09T06:00:30.900,SP-005,42.76
2026-06-09T06:00:31.000,SP-005,44.11
2026-06-09T06:00:31.100,SP-005,48.93
2026-06-09T06:00:31.200,SP-005,50.31
2026-06-09T06:00:31.300,SP-005,47.14
2026-06-09T06:00:31.400,SP-005,42.43
2026-06-09T06:00:31.500,SP-005,45.37
2026-06-09T06:00:31.600,SP-005,52.72
2026-06-09T06:00:31.700,SP-005,45.36
2026-06-09T06:00:31.800,SP-005,43.12
2026-06-09T06:00:31.900,SP-005,46.03
2026-06-09T06:00:32.000,SP-005,46.30
2026-06-09T06:00:32.100,SP-005,50.31
2026-06-09T06:00:32.200,SP-005,50.42
2026-06-09T06:00:32.300,SP-005,46.50
2026-06-09T06:00:32.400,SP-005,44.62
2026-06-09T06:00:32.500,SP-005,49.87
2026-06-09T06:00:32.600,SP-005,50.75
2026-06-09T06:00:32.700,SP-005,46.90
2026-06-09T06:00:32.800,SP-005,47.21
2026-06-09T06:00:32.900,SP-005,41.68
2026-06-09T06:00:33.000,SP-005,49.78
2026-06-09T06:00:33.100,SP-005,49.76
2026-06-09T06:00:33.200,SP-005,51.04
2026-06-09T06:00:33.300,SP-005,44.90
2026-06-09T06:00:33.400,SP-005,43.32
2026-06-09T06:00:33.500,SP-005,45.50
2026-06-09T06:00:33.600,SP-005,50.61
2026-06-09T06:00:33.700,SP-005,50.02
2026-06-09T06:00:33.800,SP-005,43.30
2026-06-09T06:00:33.900,SP-005,45.20
2026-06-09T06:00:34.000,SP-005,43.57
2026-06-09T06:00:34.100,SP-005,49.13
2026-06-09T06:00:34.200,SP-005,50.52
2026-06-09T06:00:34.300,SP-005,44.94
2026-06-09T06:00:34.400,SP-005,41.82
2026-06-09T06:00:34.500,SP-005,47.35
2026-06-09T06:00:34.600,SP-005,50.01
2026-06-09T06:00:34.700,SP-005,47.29
2026-06-09T06:00:34.800,SP-005,44.14
2026-06-09T06:00:34.900,SP-005,45.16
2026-06-09T06:00:35.000,SP-005
2026-06-09T06:00:35.000,SP-005,49.45
2026-06-09T06:00:35.100,SP-005,49.79
2026-06-09T06:00:35.200,SP-005,42.25
2026-06-09T06:00:35.300,SP-005,43.73
2026-06-09T06:00:35.400,SP-005,48.13
2026-06-09T06:00:35.500,SP-005,52.82
2026-06-09T06:00:35.600,SP-005,50.92
2026-06-09T06:00:35.700,SP-005,43.93
2026-06-09T06:00:35.800,SP-005,42.79
2026-06-09T06:00:35.900,SP-005,43.28
2026-06-09T06:00:36.000,SP-005,50.05
2026-06-09T06:00:36.100,SP-005,48.58
2026-06-09T06:00:36.200,SP-005,49.54
2026-06-09T06:00:36.300,SP-005,45.35
2026-06-09T06:00:36.400,SP-005,50.71
2026-06-09T06:00:36.500,SP-005,52.99
2026-06-09T06:00:36.600,SP-005,50.10
2026-06-09T06:00:36.700,SP-005,43.36
2026-06-09T06:00:36.800,SP-005,45.50
2026-06-09T06:00:36.900,SP-005,47.22
2026-06-09T06:00:37.000,SP-005,53.02
2026-06-09T06:00:37.100,SP-005,50.79
2026-06-09T06:00:37.200,SP-005,43.48
2026-06-09T06:00:37.300,SP-005,38.20
2026-06-09T06:00:37.400,SP-005,52.32
2026-06-09T06:00:37.500,SP-005,44.73
2026-06-09T06:00:37.600,SP-005,48.90
2026-06-09T06:00:37.700,SP-005,46.50
2026-06-09T06:00:37.800,SP-005,44.59
2026-06-09T06:00:37.900,SP-005,46.37
2026-06-09T06:00:38.000,SP-005,52.77
2026-06-09T06:00:38.100,SP-005,50.27
2026-06-09T06:00:38.200,SP-005,45.22
2026-06-09T06:00:38.300,SP-005,43.83
2026-06-09T06:00:38.400,SP-005,48.11
2026-06-09T06:00:38.500,SP-005,50.48
2026-06-09T06:00:38.600,SP-005,46.99
2026-06-09T06:00:38.700,SP-005,43.36
2026-06-09T06:00:38.800,SP-005,43.34
2026-06-09T06:00:38.900,SP-005,45.79
2026-06-09T06:00:39.000,SP-005,52.14
2026-06-09T06:00:39.100,SP-005,48.56
2026-06-09T06:00:39.200,SP-005,43.86
2026-06-09T06:00:39.300,SP-005,44.85
2026-06-09T06:00:39.400,SP-005,42.85
2026-06-09T06:00:39.500,SP-005,50.83
2026-06-09T06:00:39.600,SP-005,48.15
2026-06-09T06:00:39.700,SP-005,45.61
2026-06-09T06:00:39.800,SP-005,43.75
2026-06-09T06:00:39.900,SP-005,48.02
2026-06-09T06:00:40.000,SP-005,51.07
2026-06-09T06:00:40.100,SP-005,47.49
2026-06-09T06:00:40.200,SP-005,45.19
2026-06-09T06:00:40.300,SP-005,45.92
2026-06-09T06:00:40.400,SP-005,47.31
2026-06-09T06:00:40.500,SP-005,50.39
2026-06-09T06:00:40.600,SP-005,51.99
2026-06-09T06:00:40.700,SP-005,44.87
2026-06-09T06:00:40.800,SP-005,43.20
2026-06-09T06:00:40.900,SP-005,50.23
2026-06-09T06:00:41.000,SP-005,51.43
2026-06-09T06:00:41.100,SP-005,51.66
2026-06-09T06:00:41.200,SP-005,43.36
2026-06-09T06:00:41.300,SP-005,46.44
2026-06-09T06:00:41.400,SP-005,47.24
2026-06-09T06:00:41.500,SP-005,49.16
2026-06-09T06:00:41.600,SP-005,49.95
2026-06-09T06:00:41.700,SP-005,40.90
2026-06-09T06:00:41.800,SP-005,45.68
2026-06-09T06:00:41.900,SP-005,47.01
2026-06-09T06:00:42.000,SP-005,51.39
2026-06-09T06:00:42.100,SP-005,49.68
2026-06-09T06:00:42.200,SP-005,46.10
2026-06-09T06:00:42.300,SP-005,43.08
2026-06-09T06:00:42.400,SP-005,49.51
2026-06-09T06:00:42.500,SP-005,48.36
2026-06-09T06:00:42.600,SP-005,45.70
2026-06-09T06:00:42.700,SP-005,46.06
2026-06-09T06:00:42.800,SP-005,45.22
2026-06-09T06:00:42.900,SP-005,45.09
2026-06-09T06:00:43.000,SP-005,52.95
2026-06-09T06:00:43.100,SP-005,52.87
2026-06-09T06:00:43.200,SP-005,47.38
2026-06-09T06:00:43.300,SP-005,47.45
2026-06-09T06:00:43.400,SP-005,45.44
2026-06-09T06:00:43.500,SP-005,51.02
2026-06-09T06:00:43.600,SP-005,48.03
2026-06-09T06:00:43.700,SP-005,46.15
2026-06-09T06:00:43.800,SP-005,41.49
2026-06-09T06:00:43.900,SP-005,49.72
2026-06-09T06:00:44.000,SP-005,52.12
2026-06-09T06:00:44.100,SP-005,49.69
2026-06-09T06:00:44.200,SP-005,42.62
2026-06-09T06:00:44.300,SP-005,43.52
2026-06-09T06:00:44.400,SP-005,50.64
2026-06-09T06:00:44.500,SP-005,51.03
2026-06-09T06:00:44.600,SP-005,46.20
2026-06-09T06:00:44.700,SP-005,46.24
2026-06-09T06:00:44.800,SP-005,46.23
2026-06-09T06:00:44.900,SP-005,46.60
2026-06-09T06:00:45.000,SP-005,50.89
2026-06-09T06:00:45.100,SP-005,48.55
2026-06-09T06:00:45.200,SP-005,43.14
2026-06-09T06:00:45.300,SP-005,43.51
2026-06-09T06:00:45.400,SP-005,48.00
2026-06-09T06:00:45.500,SP-005,52.23
2026-06-09T06:00:45.600,SP-005,50.68
2026-06-09T06:00:45.700,SP-005,46.08
2026-06-09T06:00:45.800,SP-005,44.23
2026-06-09T06:00:45.900,SP-005,48.41
2026-06-09T06:00:46.000,SP-005,51.22
2026-06-09T06:00:46.100,SP-005,50.32
2026-06-09T06:00:46.200,SP-005,45.60
2026-06-09T06:00:46.300,SP-005,42.56
2026-06-09T06:00:46.400,SP-005,47.09
2026-06-09T06:00:46.500,SP-005,50.48
2026-06-09T06:00:46.600,SP-005,48.45
2026-06-09T06:00:46.700,SP-005,48.82
2026-06-09T06:00:46.800,SP-005,43.11
2026-06-09T06:00:46.900,SP-005,47.82
2026-06-09T06:00:47.000,SP-005,45.23
2026-06-09T06:00:47.100,SP-005,51.57
2026-06-09T06:00:47.200,SP-005,40.62
2026-06-09T06:00:47.300,SP-005,45.21
2026-06-09T06:00:47.400,SP-005,50.12
2026-06-09T06:00:47.500,SP-005,52.17
2026-06-09T06:00:47.600,SP-005,51.27
2026-06-09T06:00:47.700,SP-005,44.74
2026-06-09T06:00:47.800,SP-005,45.31
2026-06-09T06:00:47.900,SP-005,44.33
2026-06-09T06:00:48.000,SP-005,49.60
2026-06-09T06:00:48.100,SP-005,47.70
2026-06-09T06:00:48.200,SP-005,46.20
2026-06-09T06:00:48.300,SP-005,47.78
2026-06-09T06:00:48.400,SP-005,47.61
2026-06-09T06:00:48.500,SP-005,51.20
2026-06-09T06:00:48.600,SP-005,48.51
2026-06-09T06:00:48.700,SP-005,46.68
2026-06-09T06:00:48.800,SP-005,41.85
2026-06-09T06:00:48.900,SP-005,47.97
2026-06-09T06:00:49.000,SP-005,52.67
2026-06-09T06:00:49.100,SP-005,50.02
2026-06-09T06:00:49.200,SP-005,41.23
2026-06-09T06:00:49.300,SP-005,43.21
2026-06-09T06:00:49.400,SP-005,47.52
2026-06-09T06:00:49.500,SP-005,53.86
2026-06-09T06:00:49.600,SP-005,54.44
2026-06-09T06:00:49.700,SP-005,44.27
2026-06-09T06:00:49.800,SP-005,44.43
2026-06-09T06:00:49.900,SP-005,45.04
2026-06-09T06:00:50.000,SP-005,53.16
2026-06-09T06:00:50.100,SP-005,50.59
2026-06-09T06:00:50.200,SP-005,44.62
2026-06-09T06:00:50.300,SP-005,43.43
2026-06-09T06:00:50.400,SP-005,48.21
2026-06-09T06:00:50.500,SP-005,54.01
2026-06-09T06:00:50.600,SP-005,45.90
2026-06-09T06:00:50.700,SP-005,44.79
2026-06-09T06:00:50.800,SP-005,39.55
2026-06-09T06:00:50.900,SP-005,45.21
2026-06-09T06:00:51.000,SP-005,50.30
2026-06-09T06:00:51.100,SP-005,51.98
2026-06-09T06:00:51.200,SP-005,45.71
2026-06-09T06:00:51.300,SP-005,43.96
2026-06-09T06:00:51.400,SP-005,45.57
2026-06-09T06:00:51.500,SP-005,50.33
2026-06-09T06:00:51.600,SP-005,51.04
2026-06-09T06:00:51.700,SP-005,46.78
2026-06-09T06:00:51.800,SP-005,46.02
2026-06-09T06:00:51.900,SP-005,46.72
2026-06-09T06:00:52.000,SP-005,52.04
2026-06-09T06:00:52.100,SP-005,47.62
2026-06-09T06:00:52.200,SP-005,43.18
2026-06-09T06:00:52.300,SP-005,46.42
2026-06-09T06:00:52.400,SP-005,46.08
2026-06-09T06:00:52.500,SP-005,51.20
2026-06-09T06:00:52.600,SP-005,50.61
2026-06-09T06:00:52.700,SP-005,44.33
2026-06-09T06:00:52.800,SP-005,44.77
2026-06-09T06:00:52.900,SP-005,47.42
2026-06-09T06:00:53.000,SP-005,48.68
2026-06-09T06:00:53.100,SP-005,43.84
2026-06-09T06:00:53.200,SP-005,44.89
2026-06-09T06:00:53.300,SP-005,43.36
2026-06-09T06:00:53.400,SP-005,47.25
2026-06-09T06:00:53.500,SP-005,50.95
2026-06-09T06:00:53.600,SP-005,47.91
2026-06-09T06:00:53.700,SP-005,41.30
2026-06-09T06:00:53.800,SP-005,43.68
2026-06-09T06:00:53.900,SP-005,47.09
2026-06-09T06:00:54.000,SP-005,51.50
2026-06-09T06:00:54.100,SP-005,50.74
2026-06-09T06:00:54.200,SP-005,46.36
2026-06-09T06:00:54.300,SP-005,43.30
2026-06-09T06:00:54.400,SP-005,42.65
2026-06-09T06:00:54.500,SP-005,51.35
2026-06-09T06:00:54.600,SP-005,48.15
2026-06-09T06:00:54.700,SP-005,44.50
2026-06-09T06:00:54.800,SP-005,44.75
2026-06-09T06:00:54.900,SP-005,45.63
2026-06-09T06:00:55.000,SP-005,52.65
2026-06-09T06:00:55.100,SP-005,53.74
2026-06-09T06:00:55.200,SP-005,47.73
2026-06-09T06:00:55.300,SP-005,43.14
2026-06-09T06:00:55.400,SP-005,49.47
2026-06-09T06:00:55.500,SP-005,50.31
2026-06-09T06:00:55.600,SP-005,49.60
2026-06-09T06:00:55.700,SP-005,47.60
2026-06-09T06:00:55.800,SP-005,48.26
2026-06-09T06:00:55.900,SP-005,45.36
2026-06-09T06:00:56.000,SP-005,49.48
2026-06-09T06:00:56.100,SP-005,46.83
2026-06-09T06:00:56.200,SP-005,44.66
2026-06-09T06:00:56.300,SP-005,41.05
2026-06-09T06:00:56.400,SP-005,43.96
2026-06-09T06:00:56.500,SP-005,51.38
2026-06-09T06:00:56.600,SP-005,48.40
2026-06-09T06:00:56.700,SP-005,45.10
2026-06-09T06:00:56.800,SP-005,46.50
2026-06-09T06:00:56.900,SP-005,49.47
2026-06-09T06:00:57.000,SP-005,52.73
2026-06-09T06:00:57.100,SP-005,48.19
2026-06-09T06:00:57.200,SP-005,45.03
2026-06-09T06:00:57.300,SP-005,42.01
2026-06-09T06:00:57.400,SP-005,46.35
2026-06-09T06:00:57.500,SP-005,46.80
2026-06-09T06:00:57.600,SP-005,47.13
2026-06-09T06:00:57.700,SP-005,44.38
2026-06-09T06:00:57.800,SP-005,41.88
2026-06-09T06:00:57.900,SP-005,49.47
2026-06-09T06:00:58.000,SP-005,52.42
2026-06-09T06:00:58.100,SP-005,48.21
2026-06-09T06:00:58.200,SP-005,47.16
2026-06-09T06:00:58.300,SP-005,40.80
2026-06-09T06:00:58.400,SP-005,46.81
2026-06-09T06:00:58.500,SP-005,47.77
2026-06-09T06:00:58.600,SP-005,51.21
2026-06-09T06:00:58.700,SP-005,43.37
2026-06-09T06:00:58.800,SP-005,48.75
2026-06-09T06:00:58.900,SP-005,49.72
2026-06-09T06:00:59.000,SP-005,50.01
2026-06-09T06:00:59.100,SP-005,48.28
2026-06-09T06:00:59.200,SP-005,43.61
2026-06-09T06:00:59.300,SP-005,43.20
2026-06-09T06:00:59.400,SP-005,50.65
2026-06-09T06:00:59.500,SP-005,48.65
2026-06-09T06:00:59.600,SP-005,50.49
2026-06-09T06:00:59.700,SP-005,47.09
2026-06-09T06:00:59.800,SP-005,45.28
2026-06-09T06:00:59.900,SP-005,49.29
2026-06-09T06:01:00.000,SP-005,52.53
2026-06-09T06:01:00.100,SP-005,47.54
2026-06-09T06:01:00.200,SP-005,44.06
2026-06-09T06:01:00.300,SP-005,44.96
2026-06-09T06:01:00.400,SP-005,47.96
2026-06-09T06:01:00.500,SP-005,51.38
2026-06-09T06:01:00.600,SP-005,48.42
2026-06-09T06:01:00.700,SP-005,44.65
2026-06-09T06:01:00.800,SP-005,44.16
2026-06-09T06:01:00.900,SP-005,44.79
2026-06-09T06:01:01.000,SP-005,48.59
2026-06-09T06:01:01.100,SP-005,49.64
2026-06-09T06:01:01.200,SP-005,46.32
2026-06-09T06:01:01.300,SP-005,44.28
2026-06-09T06:01:01.400,SP-005,45.98
2026-06-09T06:01:01.500,SP-005,49.75
2026-06-09T06:01:01.600,SP-005,48.78
2026-06-09T06:01:01.700,SP-005,46.91
2026-06-09T06:01:01.800,SP-005,47.40
2026-06-09T06:01:01.900,SP-005,46.57
2026-06-09T06:01:02.000,SP-005,52.28
2026-06-09T06:01:02.100,SP-005,51.27
2026-06-09T06:01:02.200,SP-005,46.12
2026-06-09T06:01:02.300,SP-005,43.79
2026-06-09T06:01:02.400,SP-005,46.41
2026-06-09T06:01:02.500,SP-005,53.28
2026-06-09T06:01:02.600,SP-005,48.63
2026-06-09T06:01:02.700,SP-005,43.48
2026-06-09T06:01:02.800,SP-005,41.47
2026-06-09T06:01:02.900,SP-005,42.41
2026-06-09T06:01:03.000,SP-005,51.96
2026-06-09T06:01:03.100,SP-005,49.63
2026-06-09T06:01:03.200,SP-005,45.98
2026-06-09T06:01:03.300,SP-005,43.55
2026-06-09T06:01:03.400,SP-005,43.04
2026-06-09T06:01:03.500,SP-005,49.21
2026-06-09T06:01:03.600,SP-005,48.05
2026-06-09T06:01:03.700,SP-005,47.78
2026-06-09T06:01:03.800,SP-005,46.52
2026-06-09T06:01:03.900,SP-005,46.29
2026-06-09T06:01:04.000,SP-005,48.72
2026-06-09T06:01:04.100,SP-005,51.03
2026-06-09T06:01:04.200,SP-005,47.92
2026-06-09T06:01:04.300,SP-005,43.00
2026-06-09T06:01:04.400,SP-005,43.96
2026-06-09T06:01:04.500,SP-005,49.99
2026-06-09T06:01:04.600,SP-005,49.57
2026-06-09T06:01:04.700,SP-005,48.40
2026-06-09T06:01:04.800,SP-005,42.81
2026-06-09T06:01:04.900,SP-005,44.81
2026-06-09T06:01:05.000,SP-005,48.13
2026-06-09T06:01:05.100,SP-005,50.32
2026-06-09T06:01:05.200,SP-005,44.69
2026-06-09T06:01:05.300,SP-005,44.41
2026-06-09T06:01:05.400,SP-005,45.60
2026-06-09T06:01:05.500,SP-005,49.18
2026-06-09T06:01:05.600,SP-005,50.71
2026-06-09T06:01:05.700,SP-005,45.32
2026-06-09T06:01:05.800,SP-005,38.35
2026-06-09T06:01:05.900,SP-005,44.06
2026-06-09T06:01:06.000,SP-005,47.26
2026-06-09T06:01:06.100,SP-005,47.40
2026-06-09T06:01:06.200,SP-005,45.36
2026-06-09T06:01:06.300,SP-005,41.96
2026-06-09T06:01:06.400,SP-005,45.48
2026-06-09T06:01:06.500,SP-005,53.57
2026-06-09T06:01:06.600,SP-005,51.82
2026-06-09T06:01:06.700,SP-005,46.73
2026-06-09T06:01:06.800,SP-005,43.81
2026-06-09T06:01:06.900,SP-005,46.46
2026-06-09T06:01:07.000,SP-005,54.06
2026-06-09T06:01:07.100,SP-005,47.55
2026-06-09T06:01:07.200,SP-005,43.62
2026-06-09T06:01:07.300,SP-005,44.14
2026-06-09T06:01:07.400,SP-005,47.85
2026-06-09T06:01:07.500,SP-005,54.10
2026-06-09T06:01:07.600,SP-005,48.79
2026-06-09T06:01:07.700,SP-005,43.24
2026-06-09T06:01:07.800,SP-005,50.01
2026-06-09T06:01:07.900,SP-005,47.79
2026-06-09T06:01:08.000,SP-005,48.07
2026-06-09T06:01:08.100,SP-005,48.34
2026-06-09T06:01:08.200,SP-005,42.53
2026-06-09T06:01:08.300,SP-005,43.10
2026-06-09T06:01:08.400,SP-005,49.71
2026-06-09T06:01:08.500,SP-005,52.70
2026-06-09T06:01:08.600,SP-005,47.33
2026-06-09T06:01:08.700,SP-005,47.90
2026-06-09T06:01:08.800,SP-005,43.45
2026-06-09T06:01:08.900,SP-005,43.37
2026-06-09T06:01:09.000,SP-005,50.42
2026-06-09T06:01:09.100,SP-005,47.81
2026-06-09T06:01:09.200,SP-005,42.55
2026-06-09T06:01:09.300,SP-005,44.05
2026-06-09T06:01:09.400,SP-005,46.18
2026-06-09T06:01:09.500,SP-005,49.76
2026-06-09T06:01:09.600,SP-005,48.59
2026-06-09T06:01:09.700,SP-005,44.43
2026-06-09T06:01:09.800,SP-005,43.94
2026-06-09T06:01:09.900,SP-005,50.18
2026-06-09T06:01:10.000,SP-005,49.52
2026-06-09T06:01:10.100,SP-005,52.08
2026-06-09T06:01:10.200,SP-005,42.01
2026-06-09T06:01:10.300,SP-005,42.69
2026-06-09T06:01:10.400,SP-005,45.97
2026-06-09T06:01:10.500,SP-005,51.95
2026-06-09T06:01:10.600,SP-005,52.58
2026-06-09T06:01:10.700,SP-005,41.93
2026-06-09T06:01:10.800,SP-005,41.84
2026-06-09T06:01:10.900,SP-005,49.98
2026-06-09T06:01:11.000,SP-005,51.52
2026-06-09T06:01:11.100,SP-005,49.50
2026-06-09T06:01:11.200,SP-005,42.57
2026-06-09T06:01:11.300,SP-005,43.08
2026-06-09T06:01:11.400,SP-005,45.48
2026-06-09T06:01:11.500,SP-005,50.64
2026-06-09T06:01:11.600,SP-005,48.04
2026-06-09T06:01:11.700,SP-005,45.67
2026-06-09T06:01:11.800,SP-005,42.95
2026-06-09T06:01:11.900,SP-005,49.75
2026-06-09T06:01:12.000,SP-005,46.99
2026-06-09T06:01:12.100,SP-005,49.49
2026-06-09T06:01:12.200,SP-005,42.28
2026-06-09T06:01:12.300,SP-005,46.66
2026-06-09T06:01:12.400,SP-005,47.86
2026-06-09T06:01:12.500,SP-005,53.97
2026-06-09T06:01:12.600,SP-005,44.20
2026-06-09T06:01:12.700,SP-005,42.50
2026-06-09T06:01:12.800,SP-005,41.08
2026-06-09T06:01:12.900,SP-005,45.96
2026-06-09T06:01:13.000,SP-005,51.74
2026-06-09T06:01:13.100,SP-005,49.02
2026-06-09T06:01:13.200,SP-005,48.28
2026-06-09T06:01:13.300,SP-005,45.11
2026-06-09T06:01:13.400,SP-005,45.01
2026-06-09T06:01:13.500,SP-005,47.97
2026-06-09T06:01:13.600,SP-005,49.21
2026-06-09T06:01:13.700,SP-005,45.02
2026-06-09T06:01:13.800,SP-005,42.52
2026-06-09T06:01:13.900,SP-005,50.00
2026-06-09T06:01:14.000,SP-005,47.39
2026-06-09T06:01:14.100,SP-005,50.48
2026-06-09T06:01:14.200,SP-005,43.08
2026-06-09T06:01:14.300,SP-005,43.37
2026-06-09T06:01:14.400,SP-005,46.47
2026-06-09T06:01:14.500,SP-005,49.12
2026-06-09T06:01:14.600,SP-005,49.63
2026-06-09T06:01:14.700,SP-005,47.29
2026-06-09T06:01:14.800,SP-005,47.99
2026-06-09T06:01:14.900,SP-005,48.27
2026-06-09T06:01:15.000,SP-005,50.40
2026-06-09T06:01:15.100,SP-005,52.30
2026-06-09T06:01:15.200,SP-005,46.16
2026-06-09T06:01:15.300,SP-005,42.70
2026-06-09T06:01:15.400,SP-005,51.84
2026-06-09T06:01:15.500,SP-005,50.90
2026-06-09T06:01:15.600,SP-005,46.82
2026-06-09T06:01:15.700,SP-005,44.60
2026-06-09T06:01:15.800,SP-005,41.84
2026-06-09T06:01:15.900,SP-005,46.79
2026-06-09T06:01:16.000,SP-005,51.21
2026-06-09T06:01:16.100,SP-005,45.24
2026-06-09T06:01:16.200,SP-005,41.54
2026-06-09T06:01:16.300,SP-005,47.11
2026-06-09T06:01:16.400,SP-005,48.38
2026-06-09T06:01:16.500,SP-005,53.68
2026-06-09T06:01:16.600,SP-005,50.18
2026-06-09T06:01:16.700,SP-005,49.32
